,public_client_id,taxa_Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium,taxa_Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella,taxa_Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Adlercreutzia,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Marinifilaceae.Odoribacter,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides,taxa_Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.Christensenellaceae_R-7_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae_1.Clostridium_sensu_stricto_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales_vadinBB60_group.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.Family_XIII_AD3011_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.Family_XIII_UCG-001,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Agathobacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerostipes,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus_3,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Fusicatenibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.GCA-900066575,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_FCS020_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_ND3007_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_NK4A136_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-001,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-004,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-010,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Marvinbryantia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Roseburia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Intestinibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Romboutsia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaerotruncus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Butyricicoccus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Candidatus_Soleaferrea,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.DTU089,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Faecalibacterium,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Flavonifractor,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.GCA-900066225,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Intestinimonas,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Negativibacillus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Oscillibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Oscillospira,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminiclostridium_5,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminiclostridium_9,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_NK4A214_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-002,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-003,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-004,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-005,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-013,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus_2,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Subdoligranulum,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.UBA1819,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.nan,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelatoclostridium,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelotrichaceae_UCG-003,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Holdemania,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.nan,taxa_Bacteria.Firmicutes.Negativicutes.Selenomonadales.Acidaminococcaceae.Phascolarctobacterium,taxa_Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Bilophila,taxa_Bacteria.Proteobacteria.Gammaproteobacteria.Betaproteobacteriales.Burkholderiaceae.Parasutterella,taxa_Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia
475,01173930,4436,12780,272,66964,1225,10890,15125,730,567,527,118,3374,189,92,216,19922,6747,12337,546,1753,4983,3786,237,3267,5040,671,721,15626,438,2841,462,335,4062,12427,5,106,105,1641,191,64,40065,903,105,818,55,1258,1127,814,2299,1008,3183,1952,522,932,762,1180,5861,8541,214,9073,398,1796,216,24,76,755,424,12
476,01174400,274,2246,143,115094,1392,12896,2285,141,3369,200,37,3697,449,157,17,4269,2962,10710,340,907,3117,2653,436,4087,19731,465,885,3283,2526,1809,887,957,4780,20940,0,94,87,2698,51,26,52150,148,60,334,388,560,278,116,1257,1712,6283,1942,436,3299,2625,875,3743,6553,164,6799,28,2438,79,426,2302,167,0,561
477,01174530,0,0,0,6889,183,6133,933,57,9765,5131,219,1872,742,459,0,599,269,8243,75,2621,134,3319,71,710,480,280,0,1333,299,47,2061,550,632,3870,95,1305,23,657,33,43,7770,234,162,406,186,324,186,893,704,1585,8028,936,663,7264,300,476,2672,5283,121,15090,38,208,182,155,0,0,5048,12191
478,01174804,3588,29,0,72,0,25,20,344,220,21,346,151,73,37,0,6315,1175,3528,409,783,1338,260,69,473,2269,15,88,706,425,440,97,174,4019,4016,391,246,0,979,0,0,12383,0,0,45,0,28,0,112,84,184,385,285,0,384,25,1339,341,1389,0,1595,0,118,0,0,88,0,0,0
479,01175004,599,335,11,64964,0,1673,2557,755,155,34,36,0,0,0,0,2552,1034,3627,0,1011,577,559,0,962,511,183,121,54,0,640,359,148,2276,4935,0,54,5,358,0,0,28140,94,3,45,0,96,215,54,539,0,31,0,22,38,138,7604,0,1180,58,408,45,0,279,223,1502,168,1409,0
480,01175269,3210,4403,185,21481,0,3502,3624,196,291,39,1108,4,104,85,102,5983,2176,7986,413,982,3184,2437,58,1355,545,313,538,148,47,526,264,157,8630,7226,0,19,22,1100,28,22,22500,113,5,832,159,207,19,637,112,60,1811,264,0,275,1180,229,21,4060,68,1920,204,3472,87,18,579,220,21,109
481,01175411,23499,0,404,45112,0,2456,2424,7507,191,79,0,260,272,93,168,8145,3765,7730,0,926,755,4611,41,980,0,128,0,3640,964,709,105,27,1492,7569,536,0,19,1124,46,162,31118,781,35,314,566,1126,96,859,514,26,0,0,326,0,3530,1393,7261,0,100,2108,382,0,62,29,1029,0,1974,40
482,01175547,401,3091,0,10196,0,3440,2411,25974,189,0,0,0,77,0,28,2401,581,6760,381,2309,3244,697,0,2572,890,187,195,444,50,570,4,296,547,7305,37,1100,0,870,0,0,25414,0,2,0,317,114,0,760,386,1841,341,740,178,178,222,6576,16436,2493,35,252,10,0,64,26,1658,108,498,0
483,01175855,679,486,12,14976,279,424,2903,800,399,34,0,45,97,28,4,3561,255,1342,132,156,119,123,15,689,445,75,417,112,559,241,206,30,113,1542,40,165,32,601,22,0,21749,38,16,285,48,359,73,72,280,264,0,566,49,283,125,219,188,3252,40,899,20,58,30,0,2994,376,0,0
484,01176280,0,657,0,41668,0,0,0,211,0,163,0,0,0,0,16,1608,265,2223,0,0,896,632,39,2144,819,0,0,320,0,1063,384,0,422,3819,0,0,0,393,0,0,16796,24,0,277,95,86,12,8,85,0,0,0,0,0,3,0,0,0,50,213,270,688,69,159,0,547,0,0
485,01176553,792,1266,25,15301,329,740,10952,2344,367,8,0,0,14,6,0,3323,225,1772,0,0,1671,265,47,4779,1204,43,61,291,0,193,59,42,306,2524,0,24,13,271,35,305,15378,240,4,135,176,345,23,1623,225,95,532,129,64,16,41,227,109,2779,46,2103,121,327,54,9,0,486,996,229
486,01176588,0,0,0,143445,0,0,12,61,0,0,3834,0,0,0,0,5052,292,8463,0,0,0,0,0,9500,672,0,0,0,0,0,0,0,1623,9060,249,0,0,7143,0,0,1348,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13020,0,7,75,536,0,374,0,0,36199,0
487,01177180,0,2975,539,129390,9752,18986,11868,123,1612,243,60,852,380,225,342,12030,5301,26834,886,1867,3519,385,257,12233,4980,131,115,4665,495,130,484,446,11534,16701,60,95,469,3586,112,650,20585,1001,144,1035,1117,2964,2111,2370,1505,3111,5187,0,658,771,1496,2463,15120,22013,362,5625,186,10721,336,57,6082,2097,8804,13085
488,01178071,258,1779,191,4761,138,3623,752,0,5387,119,44,150,154,11,82,2981,1419,3903,524,196,850,1245,0,219,176,187,0,155,26,56,0,429,588,4350,102,557,86,308,0,15,2464,0,20,65,61,114,0,271,262,1060,1270,167,175,654,330,287,157,1861,30,1602,51,1398,0,0,0,0,219,2239
489,01178677,33168,9501,137,58345,0,1944,7438,4665,36969,3684,482,1521,595,107,450,9860,5026,26138,0,1685,148,6431,470,6220,2303,286,0,2354,259,0,195,16,1100,15029,363,862,156,235,287,856,1650,401,489,994,2639,2327,82,8009,3742,13028,4532,1591,1489,4751,1286,1375,17234,0,1941,25266,459,431,241,186,0,2535,0,15587
490,01179584,0,1033,184,46263,541,1550,2512,12,678,23,0,103,54,0,62,11874,804,3670,157,765,0,1587,25,2174,552,0,0,242,0,387,72,61,1133,3211,13,89,34,464,47,175,12684,90,48,222,226,986,114,1096,76,479,3414,0,204,540,250,3366,5525,4431,134,4680,108,0,37,18,0,0,0,107
491,01179608,1419,2145,42,54050,773,5699,4413,598,2701,204,105,718,305,144,28,9348,2587,10285,431,1537,2030,4226,108,4874,6182,348,2757,2161,4748,1061,799,511,5807,10175,100,431,30,1958,27,84,23201,168,43,424,1180,440,104,2371,631,3087,2978,2209,237,1285,2131,5586,7485,7714,50,4178,162,2206,85,25,1821,426,3494,2574
492,01179898,5182,301,78,75939,622,2259,1951,1358,222,67,158,56,64,19,28,15036,2213,6091,543,425,1779,1344,48,3460,7708,114,569,1375,768,688,97,65,6000,4834,900,155,8,1051,28,72,18153,146,0,161,125,459,0,801,120,474,813,847,121,75,963,818,3807,8900,28,1378,15,785,42,0,694,705,2815,0
493,01179920,209,0,356,49688,159,1774,3571,90,469,146,604,105,242,0,21,13196,5253,7056,1123,1452,2290,5764,251,1085,0,793,0,718,0,242,44,1031,1410,11600,0,0,33,1157,32,97,22550,90,25,200,62,319,1752,2845,705,1990,1987,397,410,755,617,0,0,4375,216,2267,493,0,167,47,777,0,0,0
494,01180013,860,451,34,4343,115,411,1064,98,497,33,5,119,20,20,0,2506,309,2847,141,257,775,808,32,359,293,164,173,761,0,129,72,165,853,1806,0,113,2,251,0,16,4319,0,4,0,16,21,17,118,189,339,505,93,78,267,80,1012,1245,1130,0,1016,0,20,0,1,61,42,20,138
495,01180272,465,870,0,64381,0,0,1826,648,0,0,14,0,0,0,2,9336,4032,9791,237,0,0,1293,0,2785,5025,355,267,1045,1084,1092,40,215,1534,6980,18,68,0,1006,4,0,3122,236,0,94,93,333,0,12,424,0,61,0,149,0,337,703,244,3171,15,731,520,0,0,11,764,0,0,0
496,01180825,8397,918,78,36232,315,1967,824,70,0,7,18,0,21,36,9,13997,1695,10722,0,0,1291,2300,155,2794,7021,189,233,147,3803,185,190,56,655,5750,190,180,0,564,6,0,8080,62,11,23,0,74,21,364,91,50,716,279,82,13,508,0,13,4385,19,2320,14,102,52,0,868,232,25,917
497,01181644,0,229,46,59983,0,2159,1503,46,242,0,53,0,14,52,0,2902,334,1972,168,367,544,391,44,1885,1699,51,89,7557,277,406,290,19,3292,1616,0,0,13,774,0,7,16359,140,0,102,93,186,103,96,193,126,1414,482,59,84,256,554,1171,1608,44,1284,77,315,55,0,383,0,1194,0
498,01181682,5435,3730,0,25850,39,934,30,3953,93,0,10,0,0,21,0,1828,3153,1728,125,383,432,951,0,62,1708,0,868,1167,303,55,85,58,402,1189,0,78,0,173,0,0,11916,0,0,0,0,33,16,27,100,7,46,76,0,0,773,48,41,328,0,377,168,1214,12,0,2092,401,0,0
499,01182274,173,558,0,2260,26,567,86,51,222,6,70,32,133,48,30,434,178,2585,153,55,814,254,0,163,90,0,17,18,34,0,14,0,80,1802,0,680,0,26,0,0,448,18,21,28,48,43,5,293,41,81,1251,42,107,399,72,719,3244,1587,0,186,0,186,0,0,0,117,140,164
500,01182288,839,161,0,3832,5,62,281,234,302,30,1394,17,77,118,0,4304,885,1481,309,822,1550,995,110,197,4797,12,165,820,534,83,21,148,1080,5839,498,999,0,984,0,0,5797,13,0,189,0,70,69,1016,216,328,978,145,0,277,656,38,3201,1172,16,1237,0,428,0,0,246,84,5,142
501,01182576,4513,4270,1036,105418,2434,14614,0,2459,22603,282,649,5183,790,307,90,18578,5762,16163,1821,1614,4166,8411,127,3693,4983,584,808,758,459,487,482,360,3240,15725,777,1378,81,1936,85,174,46568,495,362,405,756,1545,0,877,1116,3788,10874,653,901,5856,3283,8855,22287,19974,486,7720,459,5501,115,208,3959,1087,4296,1435
502,01183028,2218,2810,140,42037,4082,4153,2245,77,5318,237,37,854,370,273,393,3952,1645,7486,918,378,1620,1647,76,1807,2692,454,512,596,824,59,148,179,650,8780,0,246,36,1055,35,27,11268,204,169,475,80,617,50,356,169,8468,7461,1459,0,5727,633,5843,11786,5792,53,6747,25,442,93,40,2184,305,1230,4135
503,01183340,1353,2054,0,11840,288,1582,1579,110,2571,156,2330,531,440,148,15,4987,797,9816,665,1228,3021,2158,105,1137,2591,449,1129,2430,550,409,260,677,4659,14791,112,1335,19,696,4,65,25195,46,39,88,89,246,23,422,326,1394,3684,1285,309,2759,746,8197,8762,1685,19,3181,18,64,27,91,17,84,367,47
504,01184006,2406,348,181,31369,0,775,2129,688,122,102,9,0,228,0,24,8175,1446,8534,193,0,857,1988,0,2471,3152,15,576,231,315,878,68,0,309,4884,290,737,39,37,40,0,14741,273,59,74,0,289,41,218,210,136,259,0,186,133,453,1953,7724,2772,69,1259,126,1057,53,288,11,407,0,398
505,01184978,684,1760,454,22145,925,5196,2104,133,6188,210,8,4882,190,63,39,10627,243,2367,256,434,747,550,67,888,4116,152,311,2557,3081,704,123,586,4147,4559,34,47,29,802,75,137,14026,135,75,253,162,609,192,487,266,5124,3359,2618,137,2143,1408,913,3294,1781,64,3511,70,468,40,346,1008,692,1859,59
506,01186457,324,1672,69,50622,0,0,867,11520,10,29,159,39,0,0,182,13813,6052,15847,515,1831,4024,7002,56,3425,2333,288,0,925,810,1960,23,75,9980,9270,987,3355,69,1568,77,43,11533,311,87,139,0,565,340,1510,477,0,775,0,448,276,1837,0,0,0,340,1287,702,0,193,72,1515,0,0,0
507,01186567,2187,3246,56,53237,446,2495,2765,1073,212,28,186,27,70,80,9,50072,5056,14707,0,1381,6981,4774,135,2568,3213,475,1101,597,144,200,399,207,9775,13216,81,1252,6,504,8,7,27525,48,16,403,155,129,38,400,93,211,1373,476,0,274,872,17373,6491,6367,60,855,62,1735,69,0,1896,351,25,20
508,01186997,87,553,37,89286,0,5782,1862,742,161,122,34,57,6,79,104,15571,3489,7275,280,332,1523,1466,42,3631,6809,253,1966,11135,4806,1217,599,39,2791,4878,0,0,36,1276,10,127,19042,399,75,321,0,478,546,56,614,0,254,1103,182,645,3549,7,3585,7497,196,2880,13,3596,148,15,2261,0,3287,0
509,01187657,6129,4612,0,48947,14,71,2372,1178,22,0,32,0,9,39,0,4203,279,20464,17,63,821,3266,0,9032,87,10,64,17,16,16,232,0,5440,8580,397,20,8,404,13,17,5058,234,0,16,60,712,0,555,212,20,47,14,220,0,1810,109,6615,160,77,542,329,2324,57,55,1523,374,0,0
510,01187858,1576,1177,144,35923,584,4212,8189,778,1564,135,0,119,253,121,42,18120,2324,11325,467,1208,3306,3081,80,1105,1981,331,2562,2408,952,622,554,1858,4280,9112,39,59,11,1009,11,46,25104,92,49,149,208,339,49,1582,437,1987,5468,1167,400,1136,2124,3590,8416,14479,135,4079,253,325,51,0,469,288,2127,264
511,01188590,204,578,33,52428,5389,8387,5149,1671,5993,254,141,2027,778,154,137,9739,812,7667,921,370,1508,11204,303,2663,7832,188,1560,4930,2019,1339,193,1208,2350,13331,42,29,54,991,134,139,23841,340,139,762,112,822,865,3368,1268,10740,6129,4791,138,2803,2539,22644,1403,20762,82,8106,141,1341,119,15459,3366,383,116,9652
512,01188715,575,255,54,45874,358,4290,1949,32,442,148,0,1957,164,39,149,3736,545,5126,139,99,433,1741,40,1440,18117,32,268,2833,2137,808,193,52,1666,6292,51,0,156,2572,74,32,33739,310,108,289,811,1082,68,325,535,856,4046,1077,124,1194,154,16447,0,6508,114,6260,33,500,32,0,1013,448,58,229
513,01189255,29,0,605,56850,634,2469,3121,727,900,248,90,95,710,70,579,21111,1915,18536,1184,14,7965,6371,36,2966,4789,7,2389,871,872,659,188,0,5199,12751,1342,1513,49,847,136,146,22647,588,106,302,1558,1052,844,907,1247,1232,112,0,661,534,1041,22529,13823,6521,218,5946,276,2671,156,30,0,683,2338,834
514,01189640,73,66,0,25590,99,460,1066,440,0,15,2961,0,7,62,29,5093,3935,3358,411,1195,995,844,26,1671,1939,0,609,8704,937,0,36,0,660,5346,95,578,0,1208,0,0,14222,190,0,47,41,123,116,167,452,0,97,0,267,0,3009,0,0,194,42,277,43,2499,58,10,980,534,0,0
515,01189651,3803,2830,249,34514,623,3258,2816,1794,4366,157,37,223,304,188,56,24070,2602,11280,443,1211,6283,2680,164,2147,3612,483,820,2139,3217,645,443,552,2357,15484,208,85,34,1192,81,107,23627,18,0,717,508,504,29,3030,895,704,4101,166,0,1377,826,3377,17833,9127,128,7875,80,197,38,9,0,353,136,15
516,01190762,10,1719,543,119140,3065,26654,7496,5249,507,320,0,1544,671,330,1090,9872,1420,8789,76,65,706,1720,497,6473,8081,18,1966,11397,967,1023,1670,126,5668,25988,62,28,604,413,116,452,19542,571,281,1087,464,7596,598,807,1087,5420,19146,3792,393,2919,971,15272,24651,12419,155,12804,112,3237,292,21,2901,136,1235,6
517,01191170,0,806,493,50205,146,496,2441,1456,0,0,0,100,472,356,0,0,1016,10874,0,0,2119,768,0,1125,0,0,0,0,0,710,1369,23,254,9942,0,0,0,204,71,135,13528,1268,0,400,14,1094,165,567,1660,0,275,0,1247,498,0,0,0,1325,48,425,0,0,182,113,877,0,0,0
518,01192068,256,1601,383,50757,1047,5433,5872,154,519,425,44,259,126,90,90,11324,247,3871,82,788,2057,437,69,8045,1754,71,144,1164,160,174,376,128,3086,4617,0,158,67,428,37,84,18244,452,71,610,1002,908,17,408,1461,0,3902,2188,0,580,702,14021,2877,2278,381,2290,35,461,178,0,1390,204,2419,0
519,01192106,70,1916,0,33525,349,2241,2575,51,507,646,0,155,198,154,157,571,1536,12986,0,479,523,0,94,4517,299,10,1546,644,38,0,476,2055,1307,17114,0,0,82,1925,9,0,16186,193,0,654,653,351,400,515,638,1041,1400,1009,742,1168,1597,1147,1192,849,81,2310,358,5369,154,57,927,663,860,157
520,01192338,434,514,23,119847,435,3786,2232,63,55,16,0,0,11,39,15,8774,242,2630,82,370,1316,1159,13,3315,7252,101,248,1083,602,807,179,24,3498,1694,0,209,29,1403,2,36,24338,1149,28,294,151,983,626,324,479,344,439,324,63,26,396,0,1200,1056,243,409,70,0,126,9,976,0,6281,0
521,01192392,90,0,113,18629,315,3149,2056,141,69,163,0,0,90,0,179,10524,285,2232,0,226,577,676,29,923,1253,26,113,88,92,52,601,0,657,1788,25,47,83,850,54,32,1703,389,233,281,519,1322,0,279,615,855,557,0,118,1175,432,0,4959,1355,730,2909,55,258,180,0,1832,352,1295,1886
522,01193613,253,2607,0,1997,119,282,341,1906,1104,0,1558,85,55,41,0,7964,2350,11304,381,1526,2900,1406,347,805,6946,545,632,766,1282,543,165,758,873,5997,23,1501,0,1283,0,3,20460,14,4,167,0,73,68,98,169,225,302,234,0,2541,33,628,7,1822,5,2006,107,230,7,0,596,0,0,53
523,01193842,469,753,81,13307,1000,820,1593,5076,1463,0,900,7,71,0,0,327,976,3438,168,227,245,896,16,270,4844,280,1683,902,49,60,6,269,431,2713,413,240,26,115,0,0,11777,45,3,476,0,44,0,203,64,0,556,68,0,1467,201,4678,5018,6373,216,409,195,1658,23,9,403,216,294,0
524,01193936,0,0,691,48666,220,3766,8759,126,14,45,0,0,111,65,13,11377,2212,6507,0,0,3088,543,0,3701,5622,0,242,776,1171,278,581,51,1592,6869,82,0,61,1196,25,485,5132,2023,0,577,37,2052,0,1224,1538,0,0,0,204,101,289,0,0,5557,120,1849,212,441,100,45,0,494,37,0
525,01194190,6,3363,471,49340,279,1963,21012,140,0,69,0,0,53,126,85,5301,1681,22309,425,667,990,1752,488,9830,2231,184,230,117,698,444,532,1350,9648,7295,22,58,23,610,4,18,7342,912,7,205,433,604,512,2288,1073,53,289,432,302,336,1084,13,5530,3827,132,2163,3,2199,53,47,3589,1118,0,197
526,01194198,4051,3002,199,59139,218,8145,5296,12865,142,291,0,9,1769,0,1189,2327,2904,32134,0,0,3716,3759,144,8065,611,18,39,648,0,0,240,0,251,14513,345,56,200,1090,209,2823,429,2692,611,645,1400,4140,219,5309,1544,554,0,0,1744,21,232,0,3052,0,995,4616,4827,0,41,4165,3511,0,1029,584
527,01194433,13975,2949,538,66230,666,12276,7049,1785,18918,417,896,4358,784,198,469,15595,9108,39149,1744,3180,5757,9633,87,2565,8460,413,1287,3360,420,326,598,809,7273,15984,366,1573,69,2124,106,88,18591,119,74,268,120,595,190,1727,912,2345,12794,1857,1656,3528,3358,17110,24987,11081,175,9013,920,4116,65,437,1882,912,284,7954
528,01194484,1215,0,0,16673,0,888,853,1349,0,0,177,0,176,14,0,9523,6560,20582,806,1127,1872,3145,104,2313,3497,272,18,358,1865,137,192,217,339,4987,104,421,5,1390,4,16,16569,137,0,115,38,95,0,145,91,0,1441,267,201,345,251,1893,1403,6917,17,1526,134,3848,20,50,1468,0,0,0
529,01194558,1329,3118,12,23763,335,2410,2264,100,7862,110,153,292,156,99,16,7879,1371,2929,252,694,1874,1815,46,398,877,47,113,385,252,18,234,127,421,4565,0,49,14,340,55,31,3723,86,55,66,205,216,44,738,249,478,2880,489,409,1175,1539,1479,2043,3927,91,2898,100,262,33,10,412,137,684,256
530,01195713,0,0,447,102570,0,2243,3074,129,127,24,0,189,70,0,0,970,560,2281,109,345,841,1097,169,3281,9043,117,237,5368,476,1953,444,98,6230,5319,0,0,41,2522,43,0,21150,452,0,187,511,534,147,964,337,175,1017,203,232,138,1452,1348,0,2278,243,1605,143,0,105,17,2101,0,0,0
531,01195760,118,1272,10,117398,2578,29954,34138,63,44,0,0,19,0,4,25,538,19,4337,0,8,0,0,0,5641,104,0,10,27,21,16,0,51,158,1733,15,0,684,381,12,107,307,661,7,880,0,6378,0,204,743,26,106,10,117,5,9,52,30,174,411,973,0,11,71,46,2733,3949,2860,12527
532,01196562,3135,5249,248,36416,358,4153,4925,27246,525,68,1720,45,338,86,345,21458,2095,17905,1273,231,3831,2543,122,2370,2658,171,662,226,1592,1493,87,402,5510,7017,758,0,66,400,50,46,11468,72,0,0,151,373,231,778,252,4012,3355,2626,479,1480,721,630,10257,3978,144,3267,329,0,9,92,0,292,2930,1552
533,01196574,5965,9,232,132461,2271,11865,11062,9683,1080,298,194,235,779,0,407,20924,12845,26365,315,4095,7043,10289,126,2256,5352,17,1082,2801,629,1180,390,44,4005,25915,2703,1393,225,1658,411,449,67750,1128,164,1352,1900,1247,533,2461,1811,3493,1931,5149,1202,750,2007,24772,3285,5701,235,6400,906,10348,1036,128,7714,118,4482,0
534,01196748,10839,0,0,120132,0,17275,13935,343,0,0,253,0,0,0,0,0,3959,2800,0,0,0,0,0,28127,0,0,0,0,0,0,0,0,0,415,1870,71,0,2155,105,0,1913,2646,0,91,0,14,0,49,1766,0,0,0,0,0,0,0,0,15469,666,258,1619,0,12,1142,0,0,0,43611
535,01197268,60,717,0,33079,320,2459,1168,0,22,0,0,0,0,0,0,156,434,1645,39,67,106,410,18,3994,0,50,0,1414,0,495,42,0,297,1578,0,19,15,111,13,0,11207,128,9,14,0,345,0,70,227,139,108,824,25,49,3,1315,58,109,30,373,0,71,0,0,1514,312,2923,51
536,01197269,678,1363,62,19620,245,1666,1040,1243,403,62,0,38,212,35,95,2398,831,4899,0,401,870,961,30,1148,505,71,0,1657,529,28,388,198,1155,3953,0,114,22,140,11,4,6860,193,25,133,158,84,0,395,214,211,320,227,220,430,116,869,4949,951,52,699,100,2844,14,21,560,71,74,1170
537,01197454,722,1574,348,39268,132,305,1016,1928,469,55,113,0,248,35,173,12946,427,7737,1054,911,2918,2481,29,760,2150,259,438,287,171,87,45,118,1161,8568,561,96,32,60,11,17,5428,545,5,100,484,598,0,2825,658,0,1831,1472,0,1083,0,2639,3676,3848,603,2289,184,3330,30,84,949,189,764,0
538,01197529,8785,0,23,38125,0,1237,703,5209,0,4,74,0,6,11,0,13327,15639,24010,0,3296,2994,7033,0,6196,4531,120,814,249,323,388,66,150,4880,14548,557,225,11,549,6,32,16552,576,24,39,423,280,36,346,328,0,0,0,510,15,376,0,0,2200,53,188,35,2828,45,61,1367,423,4035,0
